9.7705,9.7686,9.7696,9.7695,9.7696
9.7721,9.7723,9.7711,9.7745,9.7701
9.7729,9.774,9.7708,9.7731,9.7712
9.7952,9.7778,9.7749,9.7715,9.7699
9.7812,9.7784,9.7709,9.7732,9.7763
9.8278,9.7773,9.7687,9.769,9.7683
9.8069,9.7843,9.7735,9.7691,9.7698
9.7758,9.7799,9.7799,9.7784,9.776
9.7746,9.7745,9.7733,9.7711,9.7703
9.7752,9.7706,9.7692,9.7701,9.7708
9.7807,9.7732,9.772,9.7697,9.7683
9.7952,9.7775,9.7694,9.7684,9.7682
9.8079,9.7767,9.7726,9.77,9.7704
9.7796,9.7765,9.7751,9.7714,9.7708
9.782,9.7799,9.7794,9.7774,9.7746
9.7739,9.7708,9.7681,9.7686,9.7701
9.8008,9.7699,9.7737,9.7703,9.7701
9.7718,9.7703,9.7743,9.7762,9.7771
9.7878,9.7883,9.7893,9.7842,9.7784
9.7781,9.771,9.769,9.7698,9.77
9.8223,9.7802,9.7718,9.7737,9.7798
9.79,9.7798,9.7731,9.7734,9.7735
9.8006,9.777,9.7704,9.7695,9.7681
9.8056,9.7726,9.77,9.7721,9.772
9.7797,9.7779,9.7729,9.7693,9.7685
9.7832,9.7715,9.768,9.7689,9.7688
9.809,9.7733,9.77,9.7701,9.7686
9.7804,9.7692,9.7703,9.7715,9.7703
9.7718,9.7693,9.771,9.7708,9.7697
9.7697,9.7721,9.7708,9.7717,9.7724
9.78,9.7758,9.7708,9.7727,9.7714
9.783,9.7714,9.7714,9.7719,9.7745
9.8063,9.7816,9.7751,9.778,9.7755
9.7834,9.7815,9.7843,9.7778,9.7746
9.7711,9.7698,9.7702,9.7687,9.7717
9.8166,9.7992,9.7809,9.7815,9.769
9.7992,9.7764,9.7805,9.7734,9.7719
9.8143,9.7805,9.7731,9.7723,9.7706
9.8076,9.783,9.779,9.7705,9.7706
9.7814,9.7735,9.7743,9.7727,9.7706
9.7899,9.7932,9.784,9.7779,9.7756
9.7771,9.7732,9.7737,9.77,9.7696
9.8153,9.8016,9.773,9.7722,9.7712
9.795,9.7886,9.7777,9.775,9.7747
9.7815,9.7711,9.7695,9.769,9.7686
9.7866,9.7687,9.772,9.7711,9.7692
9.7793,9.7786,9.7746,9.7723,9.7695
9.768,9.7696,9.7752,9.7705,9.7707
9.7868,9.7857,9.783,9.7791,9.775
9.8032,9.7728,9.7777,9.7747,9.7771
9.7742,9.7746,9.7681,9.769,9.7686
9.7833,9.7703,9.7684,9.7687,9.7694
9.7929,9.7736,9.7699,9.7692,9.7707
9.7864,9.7812,9.7723,9.7701,9.7696
9.7787,9.7698,9.7717,9.7713,9.7706
9.7758,9.7741,9.7703,9.7705,9.7696
9.7708,9.7681,9.7708,9.7703,9.7716
9.7723,9.7722,9.7683,9.768,9.768
9.7724,9.7688,9.7685,9.7698,9.7685
9.7708,9.7722,9.7706,9.7679,9.7683
9.7806,9.779,9.7739,9.7735,9.7692
9.775,9.7702,9.7707,9.7693,9.7689
9.7958,9.7728,9.7767,9.7727,9.773
9.7927,9.775,9.773,9.7711,9.7702
9.7732,9.7714,9.7704,9.7692,9.7683
9.7859,9.7768,9.7703,9.7716,9.7714
9.7857,9.7733,9.7698,9.7723,9.7697
9.8116,9.7738,9.7741,9.7699,9.7691
9.7886,9.7781,9.772,9.7707,9.7709
9.8116,9.7977,9.7753,9.7697,9.7697
9.8086,9.7686,9.7702,9.7698,9.7692
9.7808,9.7753,9.7694,9.7689,9.7704
9.7808,9.7736,9.7689,9.7692,9.7702
9.7826,9.7833,9.778,9.7719,9.7695
9.8193,9.7796,9.7723,9.7693,9.7701
9.782,9.7741,9.7705,9.7725,9.7725
9.7884,9.775,9.7728,9.7706,9.7699
9.7963,9.7842,9.7761,9.7763,9.7724
9.7718,9.775,9.7753,9.7751,9.7745
9.7906,9.7821,9.7739,9.7707,9.7697
9.7925,9.7868,9.7816,9.7735,9.7699
9.793,9.7732,9.7753,9.7811,9.7864
9.7741,9.7735,9.7708,9.7725,9.77
9.7747,9.7685,9.7686,9.7698,9.7682
9.8039,9.7805,9.7749,9.7747,9.7739
9.7936,9.7804,9.7781,9.7723,9.773
9.777,9.7815,9.7842,9.7738,9.7745
9.8021,9.7738,9.7705,9.7708,9.7722
9.7711,9.7698,9.7722,9.7727,9.7732
9.8218,9.7846,9.7791,9.7708,9.7718
9.7813,9.778,9.7711,9.7713,9.7701
9.7894,9.7816,9.7742,9.7722,9.7696
9.7784,9.7709,9.7697,9.7695,9.7689
9.7824,9.7702,9.7706,9.769,9.7689
9.7749,9.7717,9.7692,9.7712,9.7704
9.7799,9.7747,9.7704,9.7682,9.7694
9.7818,9.7787,9.7768,9.7747,9.7702
9.7745,9.7752,9.7728,9.7701,9.7681
9.7879,9.7817,9.772,9.7737,9.7748
9.7748,9.7706,9.77,9.7695,9.7704
