10.224,-1.0179,0.0637,-0.10536,-0.46894,-0.21304,-0.34749,0.066137
10.07,-0.82576,0.10747,0.070641,-0.34941,-0.35217,-0.36582,-0.088743
10.512,-1.021,-0.21735,0.20912,-0.634,-0.19515,-0.25185,-0.25706
10.327,-0.80154,-0.02106,-0.086662,-0.62226,-0.38871,-0.37369,0.17071
10.047,-1.2149,0.12909,0.092147,-0.24634,-0.11837,-0.56238,-0.23798
10.357,-0.85545,0.19805,-0.1998,-0.55171,-0.40064,-0.62899,0.12789
9.9377,-1.0559,0.042147,0.14448,-0.1331,-0.11316,-0.33712,-0.23055
9.8797,-1.1504,-0.051939,0.11779,-0.21262,-0.1423,-0.41682,-0.062206
10.146,-1.1503,-0.20564,0.069547,-0.37242,-0.17528,-0.27034,-0.15397
9.6677,-0.9793,0.0023187,0.22036,0.059604,-0.17123,-0.53235,-0.19934
9.8519,-0.96887,0.17356,0.12626,-0.038854,-0.40108,-0.61511,-0.099547
10.22,-0.89095,-0.19445,0.11969,-0.54554,-0.3667,-0.13913,-0.20963
10.006,-0.94854,0.18291,-0.092985,0.15808,-0.22453,-0.73229,0.1075
9.992,-1.0336,-0.041237,0.0093669,-0.18051,-0.17077,-0.17009,0.02094
9.8647,-1.0922,-0.087658,-0.036086,0.079619,-0.18854,-0.59671,0.079422
10.005,-1.0168,0.095887,-0.14371,-0.10339,-0.20908,-0.58435,0.13407
9.9514,-0.88217,-0.11748,-0.060062,-0.28196,-0.29167,-0.47942,-0.024417
9.8566,-1.0332,0.13229,0.093569,0.024666,-0.13929,-0.4577,-0.017737
10.149,-1.002,-0.045614,-0.025191,-0.38136,-0.17246,-0.4101,0.012657
9.9838,-0.99409,-0.08844,0.014434,-0.11807,-0.42352,-0.20589,-0.082331
10.194,-1.2618,0.014406,0.28588,-0.32533,0.075535,-0.44987,-0.28923
10.301,-0.91296,-0.13032,-0.066919,-0.47673,-0.41527,-0.36312,0.0053935
9.6489,-1.2003,-0.072334,0.082834,0.036124,-0.087551,-0.16387,0.030637
9.951,-1.2226,-0.16069,0.016828,-0.088545,-0.024453,-0.41864,0.054247
10.081,-1.3037,0.39768,0.15598,-0.41918,0.13892,-0.76579,-0.068616
10.663,-1.0857,-0.30155,-0.21002,-0.98431,-0.15766,-0.10703,0.2388
10.067,-0.91425,0.40107,0.025638,-0.34709,-0.30065,-0.653,-0.01513
10.185,-0.85247,0.0052874,0.012557,-0.49837,-0.26277,-0.28006,-0.041101
10.185,-1.3435,-0.06231,-0.072866,-0.54139,0.035491,-0.33562,0.13461
10.205,-1.1619,-0.23356,-0.08178,-0.31736,-0.15518,-0.027167,0.044671
10.167,-0.93547,0.20713,-0.14617,-0.33695,-0.35801,-0.61797,0.12445
9.9486,-1.038,0.34724,0.060087,-0.094619,-0.18342,-0.82394,-0.097824
10.011,-0.86836,0.26121,0.10851,-0.32392,-0.30447,-0.7028,-0.10322
9.9059,-1.0415,0.050301,0.1063,-0.2938,-0.1955,-0.29375,-0.21153
10.649,-0.94235,0.22809,-0.25901,-0.97148,-0.22612,-0.587,0.30769
10.496,-0.6291,0.23187,-0.27246,-0.65723,-0.5282,-0.635,0.27424
9.8574,-0.84161,0.13606,0.18987,-0.2431,-0.24275,-0.37717,-0.072142
10.086,-0.88391,0.047374,-0.18226,-0.29056,-0.30089,-0.51371,0.076741
10.181,-0.88449,-0.093306,-0.046509,-0.39099,-0.29754,-0.24937,-0.0053677
10.044,-0.89984,0.085633,-0.034663,-0.26346,-0.44632,-0.55726,0.066654
10.112,-1.0506,0.042279,0.29166,-0.43249,-0.061047,-0.43397,-0.28821
10.112,-0.86018,0.1036,0.0083599,-0.27798,-0.52649,-0.61429,0.090232
10.039,-1.1406,0.092512,-0.015852,-0.091927,-0.062747,-0.70931,-0.0376
10.085,-1.0656,0.066134,0.022114,-0.35881,-0.24922,-0.40948,0.054619
9.7984,-1.0742,-0.18313,0.082438,-0.078102,-0.15025,-0.2732,-0.12205
9.9894,-1.0937,0.13928,-0.1145,-0.36954,-0.17385,-0.65369,0.12943
10.515,-0.859,0.18633,-0.1997,-0.84304,-0.3292,-0.60688,0.17795
10.074,-0.88429,0.10415,0.024761,-0.25327,-0.4928,-0.32377,-0.11659
10.001,-1.0056,-0.041827,-0.10526,-0.24056,-0.28617,-0.25995,0.14253
9.9072,-0.91107,-0.0093034,-0.010638,-0.013617,-0.35704,-0.50628,-0.19588
10.246,-0.97911,0.032744,-0.25266,-0.33594,-0.21532,-0.40973,0.27706
10.004,-0.84645,0.12231,0.019479,-0.27914,-0.35456,-0.48215,0.0048732
9.971,-1.0178,-0.15053,0.028584,-0.18234,-0.27884,-0.20915,-0.041957
10.049,-0.85048,0.056327,-0.10636,-0.14212,-0.37222,-0.68407,0.16513
10.235,-1.3039,-0.15388,0.036698,-0.59136,0.012741,-0.34347,-0.137
9.9706,-0.87779,0.37302,-0.0035453,-0.30362,-0.39651,-0.79369,0.083279
10.082,-1.067,-0.10785,-0.26757,-0.36972,-0.3747,-0.19486,0.3709
10.164,-1.0305,0.24036,0.10805,-0.26482,-0.4453,-0.62565,-0.11403
10.109,-1.1235,0.010354,0.082553,-0.22292,-0.075513,-0.45531,-0.21035
10.293,-0.99985,0.21296,-0.27984,-0.41293,-0.18695,-0.69701,0.24129
9.9677,-1.0541,0.0659,0.029097,-0.26787,-0.16793,-0.4312,-0.068101
10.226,-1.0434,-0.12976,-0.1441,-0.53703,-0.15046,-0.26284,0.22169
9.9805,-1.0804,0.016532,0.014481,-0.35798,-0.0041123,-0.4126,0.1262
10.068,-0.88761,-0.034269,-0.17864,-0.016533,-0.39046,-0.5682,0.16982
10.12,-0.93668,-0.1124,-0.021987,-0.16786,-0.1408,-0.43552,0.044924
9.8715,-1.1226,-0.075906,0.1376,0.18112,-0.062866,-0.57335,-0.17526
10.051,-1.1658,0.12036,0.0021714,-0.1724,-0.16625,-0.70487,7.4006e-05
10.015,-0.78432,-0.13715,0.13108,-0.13435,-0.5013,-0.30507,-0.12504
10.184,-0.93613,0.3382,-0.0021697,-0.13432,-0.22437,-0.87299,0.033906
10.022,-0.86136,-0.1914,-0.082929,-0.35704,-0.33289,-0.20698,0.12091
9.7356,-1.1912,-0.08549,-0.0020241,0.086606,-0.077027,-0.42735,0.036466
9.9324,-0.82133,-0.075238,0.021271,-0.20303,-0.70471,-0.36994,0.11027
10.345,-0.93669,0.27354,-0.11042,-0.69444,-0.33623,-0.68678,0.049912
9.679,-1.2094,-0.0068955,-0.069448,-0.15615,-0.054454,-0.42549,0.053856
10.221,-0.94101,-0.29829,0.082523,-0.5943,-0.3124,-0.10622,-0.048398
10.049,-0.95072,0.15775,-0.017878,-0.084565,-0.30422,-0.61175,0.066708
10.237,-1.4467,-0.067896,-0.046354,-0.40907,0.25032,-0.34744,-0.015797
10.082,-1.0994,-0.021809,0.11087,-0.27507,-0.07138,-0.25616,-0.16054
10.008,-0.88283,-0.18126,-0.036734,-0.15059,-0.48952,-0.045405,-0.0079302
10.164,-1.1073,-0.25562,-0.12023,-0.54394,0.046697,-0.037028,0.022471
10.082,-0.96917,-0.33079,0.077335,-0.33122,-0.30693,-0.15863,-0.097155
10.229,-0.78582,0.3005,0.14938,-0.35617,-0.43831,-0.79276,-0.20867
9.8401,-0.99277,-0.0048182,-0.0059942,-0.2676,-0.16347,-0.22851,0.097647
10.076,-1.0078,-0.13313,-0.071705,-0.39801,-0.23512,-0.23247,0.17536
10.603,-0.8784,-0.39102,0.30315,-0.92965,-0.47662,0.098282,-0.20306
9.8495,-1.173,0.013519,0.031971,-0.058997,-0.11684,-0.449,-0.033407
10.006,-0.97609,-0.098661,0.058947,-0.26359,-0.30744,-0.27736,-0.11416
10.228,-0.89526,0.0056061,-0.021322,-0.50776,-0.27905,-0.1733,-0.048229
10.034,-0.9443,0.22868,-0.074249,-0.21744,-0.2692,-0.48759,0.20373
9.9454,-0.9939,0.27802,0.37129,-0.20526,-0.24228,-0.71236,-0.4452
10.095,-0.93021,-0.035162,-0.055225,-0.36465,-0.40908,-0.38311,0.047721
10.107,-0.96275,0.16673,0.10481,-0.096934,0.030811,-0.66641,0.024895
9.9272,-0.92446,0.11513,0.01095,0.048946,-0.36691,-0.70188,0.092836
9.8947,-1.1498,0.1307,-0.22696,-0.30323,-0.10437,-0.46872,0.24089
10.097,-0.90034,0.052352,-0.19453,-0.30231,-0.33238,-0.45538,0.29453
9.8738,-1.1706,0.137,-0.036728,-0.30687,-0.15436,-0.33331,-0.046042
9.9396,-0.99541,0.00088287,0.032469,-0.20909,-0.17257,-0.47563,0.074437
10.225,-0.54781,-0.072193,-0.13671,-0.57455,-0.55898,-0.29461,0.03483
10.206,-1.0136,0.16167,0.38957,-0.25746,-0.2169,-0.71909,-0.37398
10.065,-0.7874,-0.014109,-0.26434,-0.41716,-0.43551,-0.32407,0.29968
