10.179,-1.1069,0.010099,-0.22473,-0.33104,-0.094804,-0.3034,0.22496
10.142,-1.0142,0.016716,0.11597,-0.027185,0.27333,0.096122,-0.19579
10.57,-1.0815,-0.02376,0.2173,-0.75914,-0.15816,-0.40935,-0.24028
10.061,-1.0804,0.010276,0.010528,-0.29167,-0.047561,-0.39784,0.13571
10.068,-1.2508,0.04314,0.088769,-0.31278,-0.084013,-0.47251,-0.28421
10.232,-0.87793,0.1399,-0.17936,-0.47909,-0.46048,-0.52279,0.16714
10.031,-1.0381,0.16941,-0.038208,-0.25258,-0.096192,-0.48062,-0.055719
9.8645,-1.122,-0.039205,0.15431,0.0032745,-0.22721,-0.58218,-0.25287
10.09,-1.2605,-0.37191,0.10365,-0.40389,-0.0086645,-0.053344,-0.16602
9.7757,-0.89576,-0.018291,0.098251,-0.12566,-0.30854,-0.48073,0.0034463
9.9383,-1.0701,0.15882,0.060503,-0.098166,-0.28632,-0.66265,0.10425
9.953,-0.94472,-0.11316,0.092278,-0.20219,-0.37553,-0.25514,-0.14071
10.145,-0.91555,0.29576,-0.14683,-0.14425,-0.23596,-0.81351,0.12663
10.021,-0.98601,0.048141,0.13929,-0.06873,-0.19968,-0.32843,-0.21735
9.85,-1.2294,-0.016494,-0.040065,-0.091225,-0.062984,-0.59526,0.0083087
10.113,-0.97057,0.066488,-0.17293,-0.32752,-0.29327,-0.50771,0.16398
9.9216,-0.89685,-0.11491,-0.11346,-0.37597,-0.3308,-0.44738,0.10442
10.029,-0.99187,0.21814,0.15368,-0.19064,-0.27069,-0.51364,-0.14339
10.137,-0.94973,-0.11297,0.01785,-0.45245,-0.21324,-0.30897,-0.0042879
9.9546,-1.0429,0.018137,-0.047262,-0.057244,-0.28836,-0.51148,0.0426
10.246,-1.1188,-0.0086406,0.19566,-0.42906,-0.056429,-0.38669,-0.30484
10.027,-1.0849,-0.11101,-0.060012,-0.13631,-0.04452,-0.47311,0.00061534
9.8405,-1.1123,-0.053717,0.19125,-0.049911,-0.22227,-0.10396,0.036087
9.9223,-1.2289,-0.24384,0.15499,-0.13692,-0.052621,-0.30886,-0.16085
10.2,-1.1363,0.32342,0.14525,-0.50019,-0.11332,-0.70413,-0.038099
10.394,-1.0596,-0.12336,-0.32031,-0.70121,-0.23614,-0.29353,0.36434
10.152,-0.85821,0.24387,0.083758,-0.33834,-0.42088,-0.56316,-0.14055
10.167,-0.89262,-0.035501,-0.03316,-0.43903,-0.25493,-0.24093,0.0040995
9.9517,-1.2786,0.0032404,-0.02317,-0.28302,-0.038151,-0.40608,0.12508
10.14,-0.97737,0.063977,-0.059018,-0.12807,-0.43162,-0.50586,-0.08373
10.024,-0.91139,0.019333,-0.13991,-0.11068,-0.54124,-0.3274,0.059657
9.9249,-1.088,0.20647,-0.025019,-0.053101,-0.15365,-0.66683,0.034365
10.227,-0.89911,0.34731,-0.0080645,-0.57311,-0.27406,-0.84648,0.050708
9.8894,-0.93806,0.11434,0.091091,-0.15763,-0.43766,-0.41097,-0.15959
10.237,-1.0392,0.13131,-0.10129,-0.48911,-0.14461,-0.64121,0.17399
10.283,-0.7757,0.12637,-0.14133,-0.42613,-0.38413,-0.55455,0.14241
10.032,-0.86917,0.26175,0.21497,-0.27688,-0.2179,-0.54173,-0.097856
9.928,-0.76629,-0.057274,-0.21317,-0.14599,-0.53162,-0.35065,0.17868
10.281,-0.65403,0.11395,-0.029389,-0.46093,-0.6588,-0.53814,-0.046625
9.9216,-0.92599,-0.065238,-0.037898,-0.11693,-0.36953,-0.40687,0.016212
10.176,-0.98547,0.18154,0.14166,-0.44514,-0.12856,-0.61888,-0.19879
10.109,-0.9628,0.095773,0.012855,-0.33404,-0.26252,-0.56276,0.0281
9.9776,-1.2656,0.010146,-0.060768,-0.055133,0.19612,-0.53546,-0.0061429
10.171,-1.0017,-0.094822,0.12254,-0.34799,-0.40502,-0.15306,-0.092424
9.9123,-1.0643,-0.12608,0.059037,-0.28686,-0.17647,-0.31841,-0.07913
10.02,-1.0932,0.083253,-0.082914,-0.46546,-0.1111,-0.61862,0.061159
10.264,-0.85027,0.059108,-0.27603,-0.58801,-0.41942,-0.50532,0.22553
10.195,-0.90387,0.16901,0.055194,-0.38315,-0.47218,-0.41316,-0.1152
10.173,-0.83626,-0.0094513,0.020683,-0.41485,-0.47664,-0.2627,-0.09989
10.053,-0.92139,0.20212,0.20146,-0.36152,-0.31447,-0.66502,-0.36652
10.189,-0.9928,0.127,-0.16414,-0.25484,-0.17173,-0.59619,0.1721
10.046,-0.6951,-0.082883,0.029138,-0.28413,-0.51611,-0.23512,-0.07056
10.182,-0.99569,-0.045239,-0.019974,-0.42902,-0.28747,-0.32621,-0.001774
10.087,-0.97701,-0.0020103,0.083868,-0.30732,-0.12078,-0.59333,-0.16943
10.391,-1.2061,-0.032693,-0.036216,-0.88562,-0.10648,-0.45738,-0.063072
10.057,-0.87922,0.21353,-0.09507,-0.3641,-0.37182,-0.59211,0.16942
9.9082,-1.1551,-0.099534,-0.1661,-0.054702,-0.3894,-0.23985,0.1912
10.132,-1.2347,0.11955,0.054459,-0.219,-0.12183,-0.47091,0.0096276
10.047,-0.99669,-0.10262,-0.096977,-0.24382,-0.28198,-0.2965,0.073645
10.224,-0.88901,0.16523,-0.065703,-0.44232,-0.26657,-0.61401,-0.033492
9.941,-0.95067,-0.12325,-0.069812,-0.2514,-0.39282,-0.14356,0.074034
10.251,-0.96556,-0.12668,-0.23954,-0.55731,-0.19379,-0.2775,0.31287
10.05,-1.0041,0.1401,0.12751,-0.275,-0.18042,-0.62472,-0.0038341
10.09,-0.969,0.1478,-0.035873,-0.13853,-0.31964,-0.75413,0.00042407
10.072,-0.94799,-0.089917,-0.11893,-0.041758,0.044956,-0.52754,0.24546
9.9386,-1.0879,-0.12452,0.12166,-0.14912,-0.21341,-0.42049,-0.11915
10.098,-1.0581,0.098612,-0.011162,-0.30149,-0.40034,-0.67835,0.048759
10.162,-0.61267,-0.090212,0.22894,-0.32898,-0.6672,-0.38974,-0.18577
10.301,-0.91607,0.30085,-0.060626,-0.33124,-0.24849,-0.89893,0.11189
9.8228,-0.87356,-0.10841,0.063071,-0.07154,-0.30859,-0.35429,-0.040947
9.7512,-1.2368,0.006652,-0.0072592,0.11871,0.10711,-0.58945,0.056475
