9.5469,0,8.6007
10.055,0,10.418
10.794,0,10.636
12.501,0,12.065
7.7406,0,9.0369
9.144,0,10.538
8.6167,0,9.8772
7.8166,0,10.412
8.0017,0,11.188
9.0815,0,12.965
9.3591,0,8.5106
10.549,0,6.1127
11.21,0,8.9817
10.259,0,10.835
8.1349,0,9.2487
13.426,0,10.633
10.996,0,10.343
9.3215,0,11.118
10.211,0,5.8705
9.2286,0,8.7774
9.8095,0,7.1793
13.365,0,8.463
11.651,0,11.568
11.442,0,8.6392
11.075,0,10.338
9.7705,0,7.5352
8.6746,0,11.79
8.0917,0,10.443
7.3139,0,10.296
5.6826,0,11.193
6.8654,0,11.574
8.5646,0,11.521
11.681,0,11.124
11.331,0,7.9689
10.125,0,8.2817
9.6772,0,12.042
7.7959,0,9.0095
13.684,0,10.027
10.733,0,5.282
9.1067,0,11.505
9.574,0,12.036
10.755,0,10.729
8.5346,0,9.711
10.006,0,11.934
8.7883,0,9.617
9.8594,0,11.853
8.356,0,9.0072
10.058,0,9.5134
10.566,0,10.277
5.0846,0,11.166
7.0571,0,8.4773
9.4479,0,6.9752
10.312,0,9.7619
7.9074,0,7.0223
9.3469,0,9.6264
10.319,0,10.274
13.188,0,7.5393
9.7232,0,9.0449
9.2712,0,9.6879
11.126,0,6.2328
9.6408,0,8.0515
9.111,0,8.083
10.199,0,7.5841
10.948,0,6.7952
5.9472,0,8.9591
7.4477,0,8.414
9.1405,0,10.579
9.4449,0,11.711
9.127,0,11.83
11.318,0,10.726
9.1509,0,11.07
6.4184,0,11.634
10.03,0,11.268
9.115,0,8.6295
8.8791,0,11.697
9.3622,0,7.1524
9.2935,0,10.396
9.6189,0,8.4256
9.9905,0,9.2766
10.001,0,11.163
7.3905,0,13.706
9.2649,0,12.872
9.5072,0,10.414
9.8979,0,11.853
8.132,0,10.175
10.53,0,6.9967
7.7106,0,9.8542
11.781,0,10.441
9.4462,0,9.6386
12.169,0,7.3787
12.442,0,12.917
8.4942,0,13.045
7.9599,0,9.2788
10.662,0,7.4965
9.6364,0,10.048
9.3539,0,11.06
10.094,0,10.864
10.705,0,10.705
11.3,0,10.728
11.234,0,9.9491
9.0911,0,12.197
9.6634,0,12.019
11.748,0,10.973
10.991,0,8.9005
9.6605,0,7.4989
8.6378,0,7.7447
10.984,0,10.714
11.303,0,10.353
8.6841,0,6.8295
11.329,0,9.9119
10.682,0,8.9528
9.8425,0,10.725
7.834,0,11.261
8.8469,0,11.102
7.8347,0,9.5404
9.7881,0,11.151
9.2128,0,6.508
7.0813,0,10.814
9.4303,0,11.013
9.8039,0,9.2282
9.8102,0,8.5207
9.4573,0,6.5242
7.6054,0,3.2942
8.0232,0,9.5422
8.4719,0,9.7407
9.5341,0,7.1228
10.758,0,8.4854
11.933,0,10.378
9.5207,0,10.746
8.8395,0,11.7
8.851,0,13.062
8.5272,0,12.17
9.4742,0,9.7675
6.6638,0,10.079
7.7036,0,11.311
8.1855,0,10.345
9.9445,0,8.2021
8.3372,0,10.348
8.7211,0,9.1673
9.7864,0,8.3794
10.819,0,9.5509
7.5268,0,10.563
7.7214,0,8.2674
8.314,0,9.9321
10.675,0,7.8554
11.368,0,9.1931
6.3877,0,10.009
9.9045,0,11.969
9.2342,0,10.924
9.6499,0,10.206
10.979,0,10.646
7.1578,0,8.7687
8.7033,0,10.822
10.276,0,11.832
9.2859,0,9.3501
8.0301,0,10.887
9.7095,0,8.998
6.1151,0,10.546
7.8917,0,10.447
11.286,0,8.4172
9.8203,0,10.949
10.29,0,12.643
6.8009,0,9.7618
7.2036,0,11.24
5.7577,0,10.665
8.6179,0,11.111
8.0429,0,10.008
8.1367,0,10.409
7.5072,0,9.4652
11.127,0,10.683
8.5514,0,9.7185
7.7137,0,7.6402
8.9837,0,11.772
8.1849,0,9.0518
8.2791,0,8.8437
10.161,0,8.044
12.691,0,7.3767
11.688,0,5.5048
10.826,0,6.6519
9.3569,0,9.077
10.262,0,8.7916
12.638,0,7.3042
7.959,0,9.1764
10.917,0,11.233
12.593,0,7.6938
8.7146,0,9.5005
12.292,0,7.9532
6.8156,0,9.7031
9.1981,0,10.488
8.0293,0,10.545
5.5855,0,11.258
7.5662,0,9.0737
9.2807,0,9.0496
7.2336,0,5.4016
11.933,0,7.3854
9.9045,0,8.1991
9.8584,0,7.3438
9.6,0,8.6841
9.4388,0,8.9309
8.2597,0,8.6831
