0.8122,-0.20106,1.3903,-1.1151,0.8122,-0.20106,1.3903,-1.1151,0,1.3413,1.019,2.3248,-1.8145,0,0,0,0
1.9808,2.0819,3.2158,-0.9721,0.21129,-0.052303,0.36169,-0.2901,0,2.222,-0.46641,1.6218,-2.8984,1.0286,-1.373,-0.44647,-1.2841
3.2865,3.1397,1.5007,-1.4534,2.1339,1.7495,-0.35858,-1.0092,0,2.9037,-1.405,2.6104,-1.6551,1.8131,-2.2335,0.72014,-0.17976
6.8655,1.8221,-0.6668,-5.358,-0.52194,0.13253,-0.89933,0.71943,0,3.4664,-2.4295,3.5812,-0.57055,1.0621,-1.4038,-0.34923,-1.1713
12.057,-2.802,0.78211,-0.27167,-0.071495,1.0345,-1.9131,0.95554,0,5.8998,0.091524,2.4761,1.228,1.5665,-2.0991,-0.74547,-2.0461
11.886,-3.0733,1.0242,-0.54385,-0.90931,1.2433,-3.1008,-0.67366,0,8.6096,-1.1053,0.65859,0.23226,0.1924,-0.25879,-0.09953,-0.26233
11.906,-3.0338,0.98995,-0.50758,-2.5476,3.5416,-1.6715,-0.57028,0,8.3283,-1.0301,0.84879,0.2589,0.30787,-0.41156,-0.13862,-0.39123
11.933,-2.9913,0.95202,-0.46474,-2.3804,3.3097,-1.5627,-0.20544,0,8.3288,-1.0301,0.84836,0.25883,0.56794,-0.43032,-0.73756,0.046821
11.946,-2.973,0.93537,-0.44521,-1.8027,2.549,-1.818,0.034847,0,8.7033,-0.69375,0.57771,0.50738,0.48215,-0.50538,-0.40424,-0.27203
11.935,-2.9987,0.95741,-0.467,-0.23778,0.44116,-2.4674,0.53169,0,8.692,-0.71122,0.58666,0.50616,0.48064,-0.49957,-0.41602,-0.26767
11.912,-3.0337,0.98909,-0.50328,-1.151,1.3308,-2.0056,0.50153,0,8.6916,-0.71123,0.58681,0.50626,0.039318,-0.89892,-0.51905,-0.15936
11.895,-3.0576,1.0109,-0.52877,-2.0191,2.4489,-1.4595,0.32362,0,8.6923,-0.71131,0.58637,0.50602,0.50671,-0.43019,-0.98451,-0.23217
11.905,-3.0411,0.99615,-0.51219,-1.8368,2.3017,-1.5607,0.32103,0,8.6919,-0.71121,0.5867,0.50619,0.40022,-0.53396,-0.40195,-0.27841
11.907,-3.0378,0.99321,-0.50886,-1.7972,2.2538,-1.5824,0.33576,0,9.2544,-0.68213,0.21141,0.41528,-0.16189,-0.56282,-0.027534,-0.18735
11.911,-3.032,0.98802,-0.50313,-1.8026,2.2639,-1.61,0.3226,0,9.262,-0.68655,0.20661,0.4097,-0.16944,-0.5584,-0.022747,-0.18177
11.903,-3.0467,1.0009,-0.51706,-1.4746,1.878,-1.7653,0.32323,0,9.4845,-0.88272,0.05208,0.19749,-0.39187,-0.36219,0.13157,0.030458
11.888,-3.0699,1.0217,-0.54002,-1.4011,1.8947,-1.685,0.25922,0,9.4846,-0.88269,0.051988,0.19751,-0.16949,-0.26504,-0.31063,0.078094
11.916,-3.0233,0.98014,-0.49426,-1.5387,2.235,-1.6434,0.18634,0,9.4846,-0.88272,0.052071,0.19748,-0.19867,-0.38539,0.13073,-0.12086
11.908,-3.0377,0.99304,-0.50858,-1.528,2.2519,-1.5944,0.16068,0,9.4845,-0.88276,0.052078,0.19748,-0.35015,-0.59513,0.12164,0.031955
11.907,-3.0381,0.99332,-0.50888,-1.5242,2.2564,-1.585,0.16116,0,9.4961,-0.87612,0.037406,0.20009,-0.36176,-0.60176,0.1363,0.02934
11.907,-3.0382,0.9935,-0.50914,-1.5571,2.3117,-1.5643,0.1438,0,9.4961,-0.87613,0.037395,0.20009,-0.42083,-0.61648,0.022103,-0.0047992
11.914,-3.0279,0.98418,-0.49858,-1.4775,2.0571,-1.7141,0.25001,0,9.4961,-0.87613,0.037395,0.20009,-0.43009,-0.61886,0.02955,-0.0063819
11.912,-3.0303,0.98636,-0.50097,-1.4777,2.0202,-1.7222,0.27228,0,9.6261,-0.83666,0.062936,0.21402,-0.56005,-0.65833,0.004003,-0.020312
11.913,-3.0291,0.98525,-0.49975,-1.4937,2.0379,-1.7147,0.27507,0,9.6261,-0.83665,0.062935,0.21402,-0.4738,-0.61239,-0.043277,-0.0079712
11.913,-3.0293,0.98549,-0.50006,-1.5174,2.0821,-1.6915,0.26513,0,9.6039,-0.89081,0.0094289,0.16788,-0.4516,-0.55823,0.010224,0.038167
11.912,-3.0306,0.98667,-0.50137,-1.5245,2.0802,-1.6911,0.26758,0,9.6039,-0.89081,0.0094189,0.16788,-0.42024,-0.5311,-0.13384,-0.0031429
11.915,-3.0266,0.9831,-0.4974,-1.5068,2.1036,-1.6723,0.2626,0,9.6039,-0.89081,0.0094186,0.16788,-0.42721,-0.50739,-0.14365,-0.011631
11.912,-3.0302,0.9863,-0.50095,-1.5143,2.0954,-1.6746,0.26209,0,9.6039,-0.89081,0.0094206,0.16788,-0.42859,-0.52759,-0.11162,0.0019787
11.91,-3.0344,0.99006,-0.50513,-1.5256,2.0829,-1.6765,0.26664,0,9.5562,-0.8045,-0.021261,0.23635,-0.38091,-0.6139,-0.080942,-0.06649
12.707,-1.7312,-0.16982,0.78356,-2.3223,0.77966,-0.51667,-1.022,0,9.611,-0.90162,-0.082191,0.15751,-0.43572,-0.51678,-0.020016,0.012351
12.707,-1.7312,-0.16981,0.78353,-2.4044,0.72067,-0.54914,-0.97028,0,9.8325,-0.85843,-0.18244,0.091704,-0.65714,-0.55997,0.080217,0.078155
12.706,-1.7312,-0.16961,0.78326,-2.6252,0.70401,-0.38602,-0.95132,0,9.8428,-0.863,-0.21489,0.11336,-0.66741,-0.5554,0.11267,0.056504
12.706,-1.7313,-0.16956,0.78325,-2.5964,0.67475,-0.35384,-0.98087,0,9.8428,-0.86299,-0.21489,0.11335,-0.42844,-0.52764,-0.0059197,0.028542
12.706,-1.7313,-0.16956,0.78324,-2.6003,0.67565,-0.35083,-0.98083,0,9.8428,-0.86299,-0.21489,0.11335,-0.49582,-0.4979,-0.0068872,-0.069289
12.706,-1.7313,-0.16957,0.78325,-2.6078,0.68028,-0.35897,-0.97123,0,9.7198,-0.90372,-0.41406,0.12886,-0.37283,-0.45718,0.19227,-0.084796
12.706,-1.7313,-0.16957,0.78325,-2.6035,0.68151,-0.36064,-0.97093,0,9.7198,-0.90372,-0.41406,0.12886,-0.25686,-0.50528,0.12474,-0.067516
