-4.6532,-6.852,1.7698,2.3823,0,0,0,0,0
3.607,0.38837,-3.8027,-0.64215,0,7.6091,1.5832,-0.59703,7.156
-4.1694,0.60687,-0.08179,-1.3052,0,1.0775,2.6903,-2.1392,1.2837
9.9705,-6.3682,2.0365,8.6501,0,-6.9967,-2.3963,2.8145,-1.4884
-0.61261,-0.17002,1.8134,-0.67847,0,0.054509,1.5738,-0.6784,1.7486
0.43076,-0.29784,2.5397,0.97541,0,-0.29184,0.67927,0.05383,0.66102
2.822,-2.9244,1.2652,1.0542,0,-0.3138,0.92477,-0.066715,0.74704
2.6008,-2.8594,1.1433,0.62014,0,-0.93974,0.7818,1.1552,-0.18449
2.1542,-2.3773,1.3331,0.36011,0,-0.49296,1.1072,0.611,0.25508
-0.34868,0.28848,1.9215,-0.19646,0,-0.68036,0.92652,0.77878,0.26505
0.94147,-0.5967,1.4462,-0.3972,0,-0.079393,1.4377,0.90225,0.22026
1.7709,-1.7328,0.90744,-0.23563,0,-0.8289,0.73883,1.8011,0.28932
1.7886,-1.6652,0.94673,-0.24798,0,-0.57203,0.98448,0.82577,0.32652
1.8233,-1.6614,0.96193,-0.24686,0,0.20475,1.1137,0.071645,0.42655
1.797,-1.6033,0.89448,-0.26617,0,0.179,1.1108,0.09058,0.4304
1.6262,-1.2626,1.0499,-0.2879,0,0.9412,0.76532,-0.29615,-0.082337
1.5375,-1.302,0.95786,-0.17831,0,0.16417,0.63144,0.75199,-0.114
1.4626,-1.3727,0.79946,-0.048502,0,0.37463,0.9041,-0.20872,0.32488
1.4426,-1.3694,0.6764,0.040256,0,0.48415,1.0767,-0.097058,0.03048
1.4463,-1.3789,0.68426,0.046408,0,0.57547,1.095,-0.1951,0.034812
1.4369,-1.4005,0.66834,0.061189,0,0.67782,1.1375,-0.036644,0.10467
1.4542,-1.1178,0.80193,-0.069209,0,0.71386,1.1557,-0.065702,0.1221
1.4589,-1.0382,0.81426,-0.12506,0,0.93467,1.1421,-0.070131,0.12494
1.4599,-1.035,0.80649,-0.12268,0,0.80962,1.118,0.015241,0.10977
1.4599,-1.0496,0.79555,-0.11511,0,0.83679,1.0325,-0.06287,-0.0095781
1.5111,-1.0247,0.78467,-0.1221,0,0.76143,1.0032,0.17775,0.078451
1.5151,-1.0112,0.79792,-0.10899,0,0.77457,0.98926,0.18577,0.10075
1.5053,-1.0358,0.79725,-0.12769,0,0.76579,1.0112,0.16317,0.07391
1.3649,-1.2341,0.84701,-0.18082,0,0.60594,1.1946,0.10764,0.24911
2.4708,-0.27182,0.1321,0.28518,0,0.79527,1.0495,0.016233,0.065277
2.5319,-0.23117,0.14514,0.24949,0,1.2364,0.96185,-0.17846,-0.13067
2.6215,-0.21383,0.086066,0.24251,0,1.2537,0.96327,-0.2443,-0.084344
2.6152,-0.21141,0.078727,0.24774,0,0.82696,1.0743,-0.035031,0.019045
2.6152,-0.21141,0.078727,0.24774,0,0.98666,1.0151,-0.048141,0.2293
2.6199,-0.21393,0.082297,0.24663,0,0.82407,1.0048,-0.42342,0.21479
2.6199,-0.21393,0.082297,0.24663,0,0.52456,1.1087,-0.25363,0.19798
2.6283,-0.20507,0.08433,0.24292,0,0.66448,1.0743,-0.29481,0.20786
2.6262,-0.18204,0.083132,0.24105,0,0.57609,1.0713,-0.25928,0.094281
2.6254,-0.18271,0.084206,0.24187,0,0.57898,1.1731,-0.16463,0.26965
2.6254,-0.18271,0.084206,0.24187,0,0.63065,1.1171,0.062817,0.22688
2.6241,-0.18535,0.096196,0.23909,0,0.68231,1.0185,0.111,0.18149
1.8345,0.11008,-0.066655,0.043825,0,0.68231,1.0185,0.111,0.18149
1.8684,0.10264,-0.044134,0.0099541,0,0.78611,1.0097,0.16452,0.10632
1.8684,0.10264,-0.044134,0.0099541,0,0.7997,0.98528,0.17362,0.086016
1.8684,0.10264,-0.044134,0.0099541,0,0.79464,0.99144,0.16682,0.090569
1.8617,0.094999,-0.04558,0.0097721,0,0.73103,1.0946,0.12771,0.079989
1.8716,0.09381,-0.03132,0.021899,0,0.73377,1.0987,0.17032,0.073636
2.0087,0.13258,-0.14556,0.20568,0,0.68388,1.0922,0.11817,0.15805
2.0087,0.13258,-0.14556,0.20568,0,0.58764,1.0965,0.14112,0.19986
2.0087,0.13258,-0.14556,0.20568,0,-0.042721,0.78635,0.6873,0.16541
2.0109,0.13527,-0.14413,0.21414,0,-0.010661,0.84295,0.66691,0.19624
2.0109,0.13527,-0.14413,0.21414,0,0.16875,0.86802,0.55919,0.30384
2.0109,0.13527,-0.14413,0.21414,0,0.24237,0.72958,0.53752,0.39089
2.0119,0.13628,-0.14282,0.21524,0,0.33586,0.80384,0.48426,0.38903
2.0131,0.14308,-0.14812,0.20997,0,0.42842,0.71467,0.48593,0.37039
2.019,0.13877,-0.15622,0.21969,0,0.51179,0.71924,0.51872,0.30852
2.0234,0.19522,-0.21771,0.2162,0,0.5159,0.70731,0.48698,0.33685
2.0319,0.18648,-0.21675,0.21861,0,0.51519,0.71681,0.4463,0.34831
2.0137,0.17857,-0.19777,0.17677,0,0.60027,0.80516,0.31911,0.27644
2.0151,0.17039,-0.19709,0.18453,0,0.59613,0.79846,0.31236,0.26907
2.0132,0.16359,-0.22616,0.17618,0,0.61263,0.77236,0.28387,0.23302
2.0145,0.16361,-0.22491,0.17672,0,0.7973,0.7459,0.20597,0.22419
1.8829,0.37043,-0.54633,0.27559,0,0.82345,0.74812,0.2439,0.17415
1.8797,0.37514,-0.55076,0.27012,0,0.84711,0.7106,0.19258,0.20963
1.8909,0.39943,-0.51383,0.25236,0,0.84203,0.70859,0.18649,0.20057
